year,status,description
2014,Candidate,sql injection vulnerability in sqrl_verify.php in php-sqrl allows remote attackers to execute arbitrary sql commands via the message parameter.
2014,Candidate,"the pear_rest class in rest.php in pear in php through 5.6.0 allows local users to write to arbitrary files via a symlink attack on a (1) rest.cachefile or (2) rest.cacheid file in /tmp/pear/cache/, related to the retrievecachefirst and uselocalcache functions."
2014,Candidate,"unrestricted file upload vulnerability in the tribulant slideshow gallery plugin before 1.4.7 for wordpress allows remote authenticated users to execute arbitrary code by uploading a php file, then accessing it via a direct request to the file in wp-content/uploads/slideshow-gallery/."
2014,Candidate,buffer overflow in the vararg functions in ldo.c in lua 5.1 through 5.2.x before 5.2.3 allows context-dependent attackers to cause a denial of service (crash) via a small number of arguments to a function with a large number of fixed arguments.
2014,Candidate,"multiple sql injection vulnerabilities in openemr 4.1.2 (patch 7) and earlier allow remote authenticated users to execute arbitrary sql commands via the (1) layout_id parameter to interface/super/edit_layout.php; (2) form_patient_id, (3) form_drug_name, or (4) form_lot_number parameter to interface/reports/prescriptions_report.php; (5) payment_id parameter to interface/billing/edit_payment.php; (6) id parameter to interface/forms_admin/forms_admin.php; (7) form_pid or (8) form_encounter parameter to interface/billing/sl_eob_search.php; (9) sortby parameter to interface/logview/logview.php; form_facility parameter to (10) procedure_stats.php, (11) pending_followup.php, or (12) pending_orders.php in interface/orders/; (13) patient, (14) encounterid, (15) formid, or (16) issue parameter to interface/patient_file/deleter.php; (17) search_term parameter to interface/patient_file/encounter/coding_popup.php; (18) text parameter to interface/patient_file/encounter/search_code.php; (19) form_addr1, (20) form_addr2, (21) form_attn, (22) form_country, (23) form_freeb_type, (24) form_partner, (25) form_name, (26) form_zip, (27) form_state, (28) form_city, or (29) form_cms_id parameter to interface/practice/ins_search.php; (30) form_pid parameter to interface/patient_file/problem_encounter.php; (31) patient, (32) form_provider, (33) form_apptstatus, or (34) form_facility parameter to interface/reports/appointments_report.php; (35) db_id parameter to interface/patient_file/summary/demographics_save.php; (36) p parameter to interface/fax/fax_dispatch_newpid.php; or (37) patient_id parameter to interface/patient_file/reminder/patient_reminders.php."
2014,Candidate,
2014,Candidate,cross-site scripting (xss) vulnerability in the ndpi traffic classification library in ntopng (aka ntop) before 1.2.1 allows remote attackers to inject arbitrary web script or html via the http host header.
2014,Candidate,directory traversal vulnerability in force-download.php in the download shortcode plugin 0.2.3 and earlier for wordpress allows remote attackers to read arbitrary files via a .. (dot dot) in the file parameter.
2014,Candidate,"cross-site scripting (xss) vulnerability in the dashboard in splunk web in splunk enterprise 6.1.x before 6.1.4, 6.0.x before 6.0.7, and 5.0.x before 5.0.10 allows remote attackers to inject arbitrary web script or html via unspecified vectors."
2014,Candidate,
2014,Candidate,
2014,Candidate,
2014,Candidate,
2014,Candidate,"stack consumption vulnerability in the parse_rock_ridge_inode_internal function in fs/isofs/rock.c in the linux kernel through 3.16.1 allows local users to cause a denial of service (uncontrolled recursion, and system crash or reboot) via a crafted iso9660 image with a cl entry referring to a directory entry that has a cl entry."
2014,Candidate,the parse_rock_ridge_inode_internal function in fs/isofs/rock.c in the linux kernel through 3.16.1 allows local users to cause a denial of service (unkillable mount process) via a crafted iso9660 image with a self-referential cl entry.
2014,Candidate,
2014,Candidate,
2014,Candidate,
2014,Candidate,
2014,Candidate,
2014,Candidate,
2014,Candidate,
2014,Candidate,
2014,Candidate,
2014,Candidate,
2014,Candidate,
2014,Candidate,
2014,Candidate,
2014,Candidate,
2014,Candidate,
2014,Candidate,
2014,Candidate,
2014,Candidate,
2014,Candidate,
2014,Candidate,
2014,Candidate,
2014,Candidate,
2014,Candidate,
2014,Candidate,
2014,Candidate,
2014,Candidate,
2014,Candidate,
2014,Candidate,
2014,Candidate,stack-based buffer overflow in the diagnose service in the sophos cyberoam appliances with cyberoamos before 10.6.1 ga allows remote attackers to execute arbitrary code via a crafted webpage or file.
2014,Candidate,"the sophos cyberoam appliances with cyberoamos before 10.6.1 ga allows remote authenticated users to inject arbitrary commands via a (1) checkcert_key, (2) webclient_portal_settings, (3) sslvpn_liveuser_delete, or (4) ccc_flush_sql_file opcode."
2014,Candidate,sql injection vulnerability in the guest login portal in the sophos cyberoam appliances with cyberoamos before 10.6.1 ga allows remote attackers to execute arbitrary sql commands via the add_guest_user opcode.
2014,Candidate,"solarwinds log and event manager before 6.0 uses ""static"" credentials, which makes it easier for remote attackers to obtain access to the database and execute arbitrary code via unspecified vectors, related to hypersql."
2014,Candidate,stack-based buffer overflow in sap crystal reports allows remote attackers to execute arbitrary code via a crafted data source string in an rpt file.
2014,Candidate,double free vulnerability in sap crystal reports allows remote attackers to execute arbitrary code via crafted connection string record in an rpt file.
2014,Candidate,"ibackup 10.0.0.32 and earlier uses weak permissions (everyone: full control) for ib_service.exe, which allows local users to gain privileges via a trojan horse file."
2014,Candidate,multiple integer overflows in the helpserv module (mod-helpserv.c) in srvx 1.3.1 allow remote authenticated ircops or helpserv bot managers to cause a denial of service (infinite loop) via a large value in the emptyinterval parameter or certain other interval configurations.
2014,Candidate,
2014,Candidate,
2014,Candidate,
2014,Candidate,
2014,Candidate,
2014,Candidate,
2014,Candidate,
2014,Candidate,
2014,Candidate,
2014,Candidate,
2014,Candidate,the ploticus module in phpwiki 1.5.0 allows remote attackers to execute arbitrary code via shell metacharacters in a device option in the edit[content] parameter to index.php/heip.  note: some of these details are obtained from third party information.
2014,Candidate,"sql injection vulnerability in xrms crm, possibly 1.99.2, allows remote attackers to execute arbitrary sql commands via the user_id parameter to plugins/webform/new-form.php, which is not properly handled by plugins/useradmin/fingeruser.php."
2014,Candidate,"plugins/useradmin/fingeruser.php in xrms crm, possibly 1.99.2, allows remote authenticated users to execute arbitrary code via shell metacharacters in the username parameter."
2014,Candidate,
2014,Candidate,
2014,Candidate,"the adcolony library for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the mominis library for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the inmobi library for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the tapjoy library for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the appsflyer library for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the gameloft library for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,
2014,Candidate,"the abode (aka abode.webview) application 1.7 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the honolulu (aka adidas.jp.android.running.honolulu) application 2 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,
2014,Candidate,"the princess shopping (aka air.android.princessshopping) application 2 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the baby get up - kids care (aka air.brown.jordansa.getup) application 1.0.3 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the bingo bash - free bingo casino (aka air.com.bitrhymes.bingo) application 1.31.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the abduction stacker free (aka air.com.chewygames.abductionstacker2) application 1.0.7 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the westmoreland water fcu (aka air.com.creditunionhomebanking.mb115) application 1.2.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the michael baker fcu (aka air.com.creditunionhomebanking.mb155) application 1.2.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the flick a trade (aka air.com.cygnecode.fat) application 3.3 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the hidden memory - aladdin free! (aka air.com.differencegames.hmaladdinfree) application 1.0.31 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the hidden object mystery (aka air.com.differencegames.hodetectivemysteryfree) application 1.0.65 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the hidden object - alice free (aka air.com.differencegames.hovisionsofalicefree) application 1.0.17 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the songpop (aka air.com.freshplanet.games.wam) application 1.21.2 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the sprint jump (aka air.com.ilaz.appilas) application 1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the africa memory (aka air.com.klon4enabor4e.africamemory) application 1.0.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the mahjong galaxy space lite (aka air.com.permadi.mahjongiris) application 2.5 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the christmas words (aka air.com.sevenbulls.summerwords) application 1.0.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the puppy slots (aka air.com.starluxstudios.puppyslotsfree) application 3 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the animals! kids preschool games (aka air.com.tribalnova.animals) application 1.6.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the alphabet & spelling kids games (aka air.com.tribalnova.ilearnwith.ipad.app1en) application 1.4.2 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the numbers & addition! math games (aka air.com.tribalnova.ilearnwith.ipad.app2en) application 1.4.3 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the kids preschool learning games (aka air.com.tribalnova.ilearnwith.ipad.app3en) application 1.3.2 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the fun preschool creativity game (aka air.com.tribalnova.ilearnwith.ipad.motherappen) application 1.6.2 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the counting & addition kids games (aka air.com.tribalnova.ilearnwith.ipad.pokoadden) application 1.8.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the fly fishing & fly tying (aka air.com.yudu.readerair3209899) application 3.21.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the america's economy for phone (aka air.gov.census.mobile.phone.americaseconomy) application 1.5.2 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the hard time (prison sim) (aka air.hardtime) application 1.111 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the kids goldfish care (aka air.josiane.sauveterre.kidsgoldfishcare) application 1.0.3 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the popscene (music industry sim) (aka air.popscene) application 1.04 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the word search free (aka air.wordsearchfree) application 4.9 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the coles credit card app (aka au.com.colesfinancialservices.mobile) application 1.0.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the show do milhao 2014 (aka br.com.lgrmobile.sdm) application 1.4.6 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the angry gran toss (aka com.aceviral.angrygrantoss) application 1.1.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the gadgettrak mobile security (aka com.activetrak.android.app) application 1.6 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the selfshot - front flash camera (aka com.americos.selfshot) application 1.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the hasb_e_haal (aka com.anawaz.hasb_e_haal) application 1.0.9 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the las vegas lottery scratch off (aka com.androkera.lottery) application 1.2 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the star girl (aka com.animoca.google.stargirl) application 3.4.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the dailyfinance - stocks & news (aka com.aol.mobile.dailyfinance) application 2.0.2.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the appeak poker (aka com.appeak.poker) application 2.4.5 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the jazzpodium de tor (aka com.appmakr.app273713) application 206160 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the appstros - free gift cards! (aka com.appstros.main) application 1.1.3 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the ask.fm - social q&a network (aka com.askfm) application 1.2.4 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,
2014,Candidate,"the avira secure backup (aka com.avira.avirabackup) application 1.2.3 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the avon buy & sell (aka com.avonbeautyntherep) application 0.3 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the trading 212 forex (aka com.avuscapital.trading212) application before 2.0.9 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the anywhere pad-meet, collaborate (aka com.azeus.anywherepad) application 4.0.1031 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the backgroundcheckprotool (aka com.backgroundcheckprotool) application 3.5 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the mirror photo shape (aka com.baiwang.styleinstamirror) application 1.4 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the ingress intel helper (aka com.bb.ingressintel) application 1.2 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the most popular ringtones (aka com.bbs.mostpopularringtones) application 32 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the background check beenverified (aka com.beenverified.android) application 4.01.67 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the like4like: get instagram likes (aka com.bepop.bepop) application 2.1.5 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the biatnet (aka com.biatnet.mobile) application 1.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the brokenscreencrank (aka com.biggame.brokenscreencrank) application 1.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the free ebooks (aka com.bmfapps.freekindlebooks) application 14 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the now browser (material) (aka com.browser.nowbasic) 2.8.1 application material for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the snake evolution (aka com.btwgames.snake) application 1.3.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the frankly chat (aka com.chatfrankly.android) application 3.0.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the free dating heart col (aka com.choiceoflove.dating) application 2.6.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the christian dating cafe (aka com.christiancafe.mobile.android) application 1.0.3 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the cibc mobile banking (aka com.cibc.android.mobi) application 3.2 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the actionpuzzlefamily for kakao (aka com.com2us.actionpuzzlefamily.kakao.freefull.google.global.android.common) application 1.4.3 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the homerun battle 2 (aka com.com2us.homerunbattle2.normal.freefull.google.global.android.common) application 1.2.2.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the 9 innings: 2014 pro baseball (aka com.com2us.nipb2013.normal.freefull.google.global.android.common) application 4.0.3 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the puzzle family (aka com.com2us.puzzlefamily.up.freefull.google.global.android.common) application 1.2.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the tiny farm (aka com.com2us.tinyfarm.normal.freefull.google.global.android.common) application 2.02.00 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the familyconnect (aka com.comcast.plaxo.familyconnect.app) application 1.5.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the 1800contacts app (aka com.contacts1800.ecomapp) application 2.7.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the magzter -magazine & book store (aka com.dci.magzter) application 3.31 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the deskroll remote desktop (aka com.deskroll.client1) application 0.6 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the akinator the genie free (aka com.digidust.elokence.akinator.freemium) application 2.46 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the qq copy (aka com.digimobistudio.qqcopy) application 1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the where's my perry? free (aka com.disney.wmplite) application 1.5.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the where's my water? free (aka com.disney.wmwlite) application 1.9.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the line runner (free) (aka com.djinnworks.linerunnerfree) application 4 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the stickman ski racer (aka com.djinnworks.stickmanskiracer.free) application 2.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the ce4arab market (aka com.dreamstep.wce4arabmarket) application 0.12.13093.40460 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the ebay kleinanzeigen for germany (aka com.ebay.kleinanzeigen) application 5.0.2 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the gmarket (aka com.ebay.kr.gmarket) application 5.1.3 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the able remote (aka com.entertailion.android.remote) application 2.3.6 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the love collage - photo editor (aka com.etoolkit.lovecollage) application 1.3 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the snap secure (aka com.exclaim.snapsecure.app) application 9.5 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the web browser & explorer (aka com.explore.web.browser) application 2.0.7 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the exsoul web browser (aka com.exsoul) application 3.3.3 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the cartoon camera (aka com.fingersoft.cartooncamera) application 1.2.2 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,
2014,Candidate,"the office jerk free (aka com.fluik.officejerkfree) application 1.7.13 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the office zombie (aka com.fluik.officezombiegooglefree) application 1.3.13 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the follow mania for instagram (aka com.followmania) application 1.2.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the penguinchefshop (aka com.freegames.penguinchefshop) application 1.0.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the sniper shooter free - fun game (aka com.fungamesforfree.snipershooter.free) application 2.8 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the perfect kick (aka com.gamegou.perfectkick.google) application 1.3.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the brothers in arms 2 free+ (aka com.gameloft.android.anmp.gloftb2hm) application 1.2.0b for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the ice age village (aka com.gameloft.android.anmp.gloftiahm) application 2.8.0m for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the wonder zoo - animal rescue ! (aka com.gameloft.android.anmp.gloftzrhm) application 1.6.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the stupid zombies (aka com.gameresort.stupidzombies) application 1.12 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the home repair (aka com.gcspublishing.houserepairtalk) application 3.7.9 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the video poker casino (aka com.geaxgame.videopoker) application 1.0.5 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the mega jump (aka com.getsetgames.megajump) application @7f080002 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the kiss kiss office (aka com.girlsgames123.kisskissoffice) application 1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the madipass martinique (aka com.goodbarber.madipassmartinique) application 1.8 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the buy yorkshire conference (aka com.gotfocus.buyyorkshire) application 1.4 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the cloud browser (aka com.granitamalta.cloudbrowser) application 2.2.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the eu sei (aka com.guilardi.eusei) application eusei_android_5.5 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
